0HR	15MIN	30MIN	1HR	2HR	4HR	6HR	8HR	12HR	16HR	20HR	24HR	UNSYN
0	-0.043943	-0.59946	-0.49411	0.11103	0.097611	0.32193	0.76553	0.76553	1.0286	1.0635	1.3561	0.21412
0	-0.20091	-0.8365	-0.51457	0.46467	0.63227	0.83188	0.95606	1.5607	1.4222	1.3674	1.4168	1.0772
0	-0.1047	-0.53533	0.1375	0.40054	0.11103	0.37851	0.97085	1.2388	1.0772	1.4383	1.5261	2.0461
0	-0.13606	-0.59946	-0.35845	-0.26882	0.31034	0.86394	0.38957	0.63227	1.3334	1.0909	1.0566	-0.058894
0	0.18903	1.546	1.4594	0.15056	0.38957	1.1243	1.4276	1.7527	0.90304	1.8359	2.0036	2.4906
0	-1.6439	-0.55639	-0.37707	0.46467	1.0635	0.83996	1.257	1.1953	0.57531	0.76553	0.58496	-0.058894
0	-0.30401	-0.8625	-0.45403	0.22651	0.76553	0.78241	1.3219	1.263	0.12433	0.50589	0.042644	-0.058894
0	-0.13606	-0.64386	-0.30401	-0.26882	0.23879	1.0772	1.7355	1.8797	1.4383	1.263	1.1827	-0.32193
0	-1.1844	-0.41504	-0.32193	-0.47393	0.59455	1.7093	2.4699	2.1276	1.275	1.9891	1.7049	1.2869
0	-1.1844	-1.0291	-0.71312	-0.029146	0.070389	0.47508	1.1243	1.275	0.93357	1.2203	0.72247	-0.34008
0	0.25096	-0.12029	-0.55639	0.20163	-0.043943	0.96347	1.4906	1.5801	1.2327	1.1699	1.0496	0.47508
0	-0.4344	-0.68966	-0.21759	0.1635	0.11103	0.72247	1.5753	1.5801	1.1763	1.144	0.848	0.42223
0	-0.34008	0.028569	0.12433	-0.59946	-0.18442	0.38957	1.384	2.0704	1.1953	0.81558	0.47508	-0.62149
0	-1.1844	-0.94342	-0.91594	-1.5564	-0.68966	-0.78588	-0.51457	0.11103	-0.16812	-0.34008	-0.35845	-1.2515
0	-0.18442	0.070389	0.12433	-0.47393	0.097611	-0.18442	-0.0145	0.62293	0.926	0.87184	0.774	0.73985
0	-0.51457	0.26303	0.20163	-0.55639	0.042644	0.28688	0.9855	1.111	1.0976	1.0072	1.263	0.34483
0	0	0.95606	0.69599	0.11103	0.68706	0.78241	0.64155	0.69599	0.91839	0.96347	1.2327	1.157
0	-0.4344	0.1375	-1.2176	-0.37707	-0.23447	-0.41504	0.084064	0.97085	0.7137	0.62293	0.45418	0.67807
0	0.29866	0.028569	0.38957	0.40054	0.68706	0.65992	0.44361	0.5656	0.72247	1.2203	1.6323	0.65076
0	-0.029146	-0.91594	-0.39593	-0.029146	0.91073	0.45418	0.29866	0.34483	1.1177	1.546	1.1375	0.15056
0	-0.152	-0.81097	-0.55639	-0.25154	0.5656	0.72247	0.95606	1.3674	1.157	0.90304	0.60407	-0.76121
0	0.070389	-0.21759	-0.62149	-0.0145	1.6229	2.0942	2.9126	2.3016	1.9069	1.5945	1.3103	0.40054
0	-0.71312	-1.0589	-0.62149	-0.57777	0.36737	0.37851	1.2388	1.0635	0.18903	0.59455	0.79909	-0.21759
0	0.1635	0.40054	0.15056	-0.41504	1.0072	1.7093	1.9819	1.9486	1.585	1.4594	1.257	-1.2863
0	0.028569	0.070389	0.028569	0.1635	1.1375	1.774	1.9298	1.8197	1.5311	1.7225	1.7527	-0.57777
0	-0.51457	0.014355	0.18903	0.33342	1.144	1.5211	1.5753	1.2141	0.774	0.60407	0.32193	0.8953
0	-0.30401	0.17632	0.23879	0.15056	1.157	1.1635	1.2449	1.2327	0.96347	0.70487	0.73118	0.50589
0	-0.26882	0.070389	-0.0145	0.056584	0.7137	0.94111	0.80735	0.9855	0.74846	0.38957	0.40054	1.1635
0	-0.16812	-0.30401	-0.20091	0.55582	0.97085	1.0566	1.2928	1.2928	0.83188	0.67807	0.62293	1.3618
0	-0.152	-0.18442	-0.089267	0.66903	1.275	1.4854	1.5898	1.3045	1.1375	1.1309	0.63227	0.65076
0	-0.57777	-0.152	-0.0145	-0.0145	1.263	1.4436	1.9598	1.6599	0.79077	0.66903	0.31034	0.17632
0	-0.152	0.11103	0.35614	1.3674	2.3306	2.6462	3.2048	3.0942	1.4542	1.3045	1.5261	1.433
0	0.17632	0.014355	-0.0145	0.9855	1.5558	1.8115	1.9891	1.8237	1.5509	1.263	1.1309	1.9184
0	-0.26882	-0.51457	-0.45403	-0.4344	1.1827	1.3505	1.4854	1.511	1.0072	0.60407	0.48543	0.11103
0	0.34483	-0.66658	-0.18442	-0.25154	1.4383	1.9069	2.3132	2.2957	1.4699	1.3277	1.1953	1.7225
0	-0.35845	-0.59946	-0.37707	0.084064	0.79909	1.9069	2.4222	2.211	1.0909	1.2869	0.9486	1.1177
0	-0.12029	-0.043943	-0.152	-0.26882	0.926	1.9069	2.3132	2.1144	1.2141	1.144	0.91073	1.2388
0	0.18903	-0.058894	-0.029146	0.57531	1.669	2.4356	3.2555	3.009	2.1635	1.5945	1.0704	1.5361
0	-0.18442	-0.13606	0.34483	0.48543	2.1635	4.1235	4.0365	3.2479	2.8817	2.1538	1.9891	2.8679
0	-0.32193	-0.78588	-1.1844	-0.81097	-0.152	-0.089267	0.58496	0.47508	0.34483	0.86394	0.80735	-0.152
0	0.42223	-0.0145	-0.32193	0.33342	0.1635	0.64155	1.0426	1.2869	1.3161	1.3951	1.2079	0.54597
0	-0.12029	-0.1047	-0.4344	-0.4344	0.22651	0.70487	1.3561	1.6781	1.8359	1.9146	2.0635	1.2388
0	0.40054	0.084064	-0.30401	0.78241	1.856	2.0461	2.3103	2.4751	2.774	2.6276	2.4087	0.64155
0	-0.8365	-0.39593	-0.68966	-0.13606	0.93357	1.111	1.903	1.3785	2.275	2.26	2.1763	1.6323
0	-0.51457	-0.30401	-0.16812	0.65076	0.95606	0.86394	1.2987	1.2388	1.4542	1.3896	1.157	0.43296
0	-0.12029	-0.029146	0.042644	0.46467	0.86394	0.97085	1.0426	1.1177	1.6736	1.7485	1.774	0.65076
0	0.20163	-0.1047	0.22651	0.83188	1.1243	0.97085	1.0072	1.5993	1.7442	1.3391	1.373	0.57531
0	-0.1047	-0.71312	-0.34008	-0.13606	0.084064	0.46467	0.83188	0.91839	0.80735	0.57531	0.53605	0.36737
0	-0.45403	-0.51457	-0.45403	0.056584	0.38957	0.31034	0.68706	0.90304	0.75702	0.83188	1.0072	0.848
0	-0.074001	-0.49411	-0.043943	0.27501	1.0635	0.9855	1.2203	1.0566	0.83188	1.0704	1.2449	1.0426
0	-0.074001	-0.30401	-0.043943	0.48543	0.38957	0.44361	1	0.9782	1.0635	1.0635	1.1506	0.65076
0	-0.16812	-0.35845	0.028569	0	0.66903	0.80735	1.2203	1.281	1.1763	1.251	1.2928	0.5656
0	-0.39593	-0.39593	-0.16812	0.1375	0.82375	1.2388	1.7782	1.585	2.1667	1.8836	1.6826	1.5993
0	0.27501	0.21412	0.40054	0.54597	1.263	1.7782	2.101	1.9891	2.3016	1.8278	1.5656	1.5558
0	0.21412	1.189	1.1827	0.12433	1.4906	1.6599	1.8718	2.1243	1.4854	1.6415	1.3448	1.0841
0	-0.058894	0.34483	-0.043943	0.25096	0.54597	0.81558	0.95606	1.263	1.2079	0.85599	0.61353	0.25096
0	-0.23447	0.1635	0.1375	-0.41504	0.1635	0.63227	0.72247	1.1953	0.68706	0.5656	0.57531	0.26303
0	-0.4344	0.31034	0.20163	-0.47393	0.58496	0.72247	0.70487	1.157	0.91073	0.72247	0.72247	0.028569
0	-0.45403	-0.074001	-0.1047	-0.16812	0.47508	0.75702	0.90304	0.91839	1.0144	1.0286	0.90304	0.070389
0	-0.47393	0.042644	-0.62149	-0.66658	0.21412	0.79909	0.91073	0.99277	1.0215	1.144	1.2327	0.34483
0	-0.8365	0.097611	-0.81097	-0.32193	0.53605	1.4222	1.433	1.516	1.7312	1.5607	1.384	0.87184
0	-0.39593	0.29866	0.097611	-1.1203	1.0286	1.7312	1.8992	1.926	1.8237	2.2957	2.0461	0.8953
0	0.11103	0.084064	-0.089267	0.014355	0.40054	0.47508	1.2449	1.2869	0.926	0.73118	0.53605	-0.37707
0	-0.35845	-0.18442	-0.41504	-0.55639	0.73985	0.9855	1.433	1.7613	0.9855	1.1635	0.86394	-0.23447
0	-0.074001	0.26303	0.40054	0.18903	1.1953	1.144	1.4854	1.1699	1.6369	1.2869	1.3448	1.2016
0	0.042644	0.1635	0	0.070389	1.0772	1.6826	1.84	1.8875	1.6736	1.7485	1.6041	-0.55639
0	0.097611	-0.39593	0.028569	-0.152	1.8359	2.1506	2.7655	2.8074	2.8738	2.5729	2.359	0.94111
0	-0.152	0.20163	0.61353	0.28688	2.4141	2.9542	3.5509	3.441	3.4673	3.5447	3.4621	1.251
0	-0.0145	0.40054	0.72247	-0.41504	2.5261	3.0892	3.3248	3.2141	3.6253	3.189	3.1391	1.0841
0	0.18903	0.32193	0.31034	0.72247	2.852	4.1675	4.4033	3.4854	3.9269	3.7814	2.6758	1.1043
0	-0.41504	0.25096	0.29866	-0.37707	-0.25154	0.084064	0.53605	0.848	0.042644	0.26303	0.084064	0.58496
0	0.21412	0.42223	0.63227	0.11103	0.93357	0.9855	1.2449	1.4647	1	0.76553	0.20163	1.0215
0	0.33342	1.3618	0.60407	-0.029146	0.23879	0.76553	1.3561	1.696	0.46467	0.51602	0.097611	0.51602
0	0.097611	0.88753	0.63227	0.097611	0.50589	0.67807	1.1953	1.3448	0.18903	0.21412	-0.074001	0.31034
0	-0.23447	0.28688	0.21412	-0.058894	0.21412	0.46467	0.94111	0.83188	-0.152	-0.152	-0.49411	-0.45403
0	0.042644	0.28688	0.26303	0	0.74846	0.73118	0.90304	1.251	0.21412	-0.30401	0.070389	0.21412
0	-0.029146	0.43296	0.83188	0.25096	0.43296	0.44361	0.78241	1.3618	0.42223	0.21412	0.1375	-0.68966
0	0.25096	0.68706	0.69599	1.0286	1.0286	1.1043	1.7782	2.0566	1.3896	1.2449	0.85599	0.25096
0	0.27501	1.511	1.1043	1.0286	1.5607	1.585	2.1667	2.2957	1.1177	0.926	0.44361	0.1375
0	-0.058894	0.22651	-0.20091	1.3896	1.189	1.1375	0.31034	1.0215	0.28688	0.028569	-0.18442	0.91073
0	-0.058894	0.57531	0.5656	1.844	2.0496	1.5993	1.8359	1.0426	1.1375	1.189	0.8953	0.87184
0	0.11103	-0.12029	0.61353	0.93357	1.7004	1.2388	0.82375	0.78241	1.111	0.82375	0.87971	1.5705
0	-1.3585	0.48543	0.79909	1.0496	1.6554	1.926	2.1177	1.5705	1.0635	0.774	0.52607	0.81558
0	-0.12029	0.028569	0.7137	1.2388	1.5945	1.2449	1.6088	0.80735	0.75702	0.60407	0.68706	1.6182
0	-0.089267	-0.089267	0.73118	1.433	2.1309	1.6135	1.4594	1.0976	0.5656	0.79077	0.42223	2.0772
0	0.070389	-0.39593	0.61353	1.6871	2.1473	1.848	1.3951	1.1506	0.848	0.47508	0.25096	2.101
0	0.084064	0.29866	1.2388	1.269	1.7093	1.9069	1.263	0.72247	0.68706	1.0635	0.88753	2.1953
0	0.23879	2.4673	3.5729	1.9486	4.8186	4.327	4.0479	3.26	1.7225	2.5558	3.0583	3.6859
0	-0.39593	0.50589	1.852	2.5236	1.6915	1.384	2.943	2.8339	2.3505	2.0426	2.3103	2.6736
0	0.48543	0.74846	1.0635	1.669	0.50589	0.46467	0.7137	0.79909	1.2203	1.1309	1.4168	1.926
0	-0.35845	-0.59946	2.2296	2.3923	0.21412	0.83188	1.2016	0.72247	0.83188	0.53605	0.66903	1.8836
0	0.070389	-0.23447	0.26303	1.0356	1.2203	0.95606	1.4114	0.73118	-0.49411	-0.62149	-0.57777	-0.81097
0	0.014355	-0.35845	0.22651	0.90304	0.67807	0.40054	0.88753	0.62293	-0.058894	-0.59946	-0.55639	-0.45403
0	0.042644	0.91839	0.54597	0.11103	0.042644	0.028569	0.96347	0.848	-0.62149	-0.39593	-0.71312	-0.41504
0	0.58496	1.2388	1.86	1.7225	0.42223	1.189	0.86394	0.81558	0.028569	-0.0145	0.056584	1.5509
0	-0.55639	0.056584	0.22651	-0.25154	0.20163	-0.20091	-0.39593	-0.76121	-0.71312	-0.66658	-0.26882	-0.37707
0	-0.152	0.25096	1.373	0.084064	0.31034	0.81558	0.59455	-0.2863	-0.20091	-0.12029	-0.47393	0.11103
0	-0.12029	0.084064	2.7225	2.546	2.4303	1.0635	0.55582	0.21412	-0.13606	-0.26882	-0.2863	0.26303
0	-0.47393	-0.64386	1.7908	0.90304	0.61353	0.65076	0.37851	-0.30401	-0.71312	-0.47393	-0.39593	0.44361
0	-0.30401	0.18903	2.1603	2.4983	2.0976	1.373	1.1763	0.028569	0.15056	0.22651	0.1635	2.5484
0	1.1827	1.4005	2.6758	3.0018	1.7398	0.91073	0.88753	0.21412	0.1375	-0.029146	-0.20091	2.3277
0	0.18903	1.0976	1.384	1.3448	0.79077	1.1375	1.0496	0.23879	-0.089267	-0.089267	-0.12029	1.541
0	0.20163	1.7485	2.111	1.6826	2.2079	1.9598	1.275	0.48543	0.097611	-0.0145	0.26303	2.3277
0	0.097611	0.83188	1.4542	1.4751	1.6276	1.9411	1.8237	0.848	0.11103	0.056584	-0.26882	1.3045
0	0.45418	1.0356	1.9561	1.7782	1.7866	2.0144	2.0144	1.1375	0.53605	-0.25154	-0.12029	2.6508
0	0.72247	1.5945	2.3448	3.5211	3.6531	3.384	3.3964	1.774	0.20163	-0.21759	-0.21759	3.06
0	-0.043943	0.70487	1.8679	2.3533	-0.12029	0.87971	1.4114	1.0976	0.31034	0.29866	0.070389	1.257
0	0.88753	1.0566	1.9928	1.7613	0.36737	1.1827	1.4489	1.111	0.26303	-0.043943	-0.152	1.8237
0	0.41143	1.516	1.6182	0.88753	0.96347	0.91073	0.80735	0.52607	0.21412	0.43296	0.5656	2.4436
0	0.37851	1.4751	2.3785	1.5607	1.2079	1.6229	1.4699	0.90304	0.82375	0.73118	0.78241	2.5729
0	1.269	1.8359	2.844	2.281	1.6323	1.84	1.9745	1.189	1.1309	1.111	1.157	3.0286
0	1.0635	1.7527	2.4647	2.2898	1.6088	1.7093	2.101	1.4436	1.1043	1.0356	1.1699	2.7949
0	0.60407	2.1342	2.8135	2.4463	1.5509	1.9672	2.1506	1.263	0.9782	1.144	0.83996	2.9523
0	1.1699	2.2234	2.9891	2.5705	1.9107	2.157	2.2016	1.281	0.8953	0.65076	0.33342	2.7782
